Date,ATM_ID,Agency,Day_of_Week,Soles_Withdrawn,Dollars_Withdrawn,Event,Holiday,Supply_Cost_Fixed,Supply_Cost_Variable,ATM_Max_Capacity_Soles,ATM_Max_Capacity_Dollars,Opportunity_Cost,Soles_Withdrawn_Lag1,Dollars_Withdrawn_Lag1,Soles_Withdrawn_Lag7,Dollars_Withdrawn_Lag7,Soles_Moving_Avg_7,Dollars_Moving_Avg_7,Total_Withdrawn,Total_Withdrawn_Lag1,Total_Withdrawn_Lag7,Total_Moving_Avg_7
7/23/2023,2,Agency_2,Sunday,46704,5622,Concert,0,161,52.33,61894,48360,37.51,22534,9006,41747,5995,39227.42857,9581.428571,52326,31540,47742,48808.85714
7/24/2023,2,Agency_2,Monday,22987,6402,None,0,161,29.39,61894,48360,48.82,46704,5622,28167,2707,38487.42857,10109.28571,29389,52326,30874,48596.71429
7/25/2023,2,Agency_2,Tuesday,36098,18447,Festival,1,161,54.55,61894,48360,33.84,22987,6402,41950,8308,37651.42857,11557.71429,54545,29389,50258,49209.14286
7/26/2023,2,Agency_2,Wednesday,37535,12497,Sports Event,1,161,50.03,61894,48360,37.28,36098,18447,38374,13463,37531.57143,11419.71429,50032,54545,51837,48951.28571
7/27/2023,2,Agency_2,Thursday,37311,11973,Sports Event,1,161,49.29,61894,48360,37.76,37535,12497,42131,13906,36843,11143.57143,49284,50032,56037,47986.57143
7/28/2023,2,Agency_2,Friday,21777,3602,Festival,0,161,25.38,61894,48360,51.39,37311,11973,54732,14058,32135.14286,9649.857143,25379,49284,68790,41785
7/29/2023,2,Agency_2,Saturday,43636,6016,None,1,161,49.65,61894,48360,38.77,21777,3602,22534,9006,35149.71429,9222.714286,49652,25379,31540,44372.42857
7/30/2023,2,Agency_2,Sunday,27077,1531,Sports Event,0,161,28.61,61894,48360,50.19,43636,6016,46704,5622,32345.85714,8638.285714,28608,49652,52326,40984.14286
7/31/2023,2,Agency_2,Monday,32769,5600,Festival,1,161,38.37,61894,48360,44.49,27077,1531,22987,6402,33743.28571,8523.714286,38369,28608,29389,42267
8/1/2023,2,Agency_2,Tuesday,42315,11932,Festival,0,161,54.25,61894,48360,35.29,32769,5600,36098,18447,34631.42857,7593,54247,38369,54545,42224.42857
8/2/2023,2,Agency_2,Wednesday,32290,22619,Concert,1,161,54.91,61894,48360,32.82,42315,11932,37535,12497,33882.14286,9039,54909,54247,50032,42921.14286
8/3/2023,2,Agency_2,Thursday,24908,4350,None,0,161,29.26,61894,48360,49.3,32290,22619,37311,11973,32110.28571,7950,29258,54909,49284,40060.28571
8/4/2023,2,Agency_2,Friday,14628,22802,Concert,1,161,37.43,61894,48360,41.52,24908,4350,21777,3602,31089,10692.85714,37430,29258,25379,41781.85714
8/5/2023,2,Agency_2,Saturday,23493,3776,Concert,0,161,27.27,61894,48360,50.41,14628,22802,43636,6016,28211.42857,10372.85714,27269,37430,49652,38584.28571
8/6/2023,2,Agency_2,Sunday,58762,30565,Festival,1,161,89.33,61894,48360,14.02,23493,3776,27077,1531,32737.85714,14520.57143,89327,27269,28608,47258.42857
8/7/2023,2,Agency_2,Monday,40381,10415,Festival,0,161,50.8,61894,48360,37.32,58762,30565,32769,5600,33825.28571,15208.42857,50796,89327,38369,49033.71429
8/8/2023,2,Agency_2,Tuesday,29864,9388,None,1,161,39.25,61894,48360,43.29,40381,10415,42315,11932,32046.57143,14845,39252,50796,54247,46891.57143
8/9/2023,2,Agency_2,Wednesday,35691,9455,Sports Event,0,161,45.15,61894,48360,40.33,29864,9388,32290,22619,32532.42857,12964.42857,45146,39252,54909,45496.85714
8/10/2023,2,Agency_2,Thursday,40015,11600,Concert,1,161,51.62,61894,48360,36.67,35691,9455,24908,4350,34690.57143,14000.14286,51615,45146,29258,48690.71429
8/11/2023,2,Agency_2,Friday,31648,10562,Concert,1,161,42.21,61894,48360,41.58,40015,11600,14628,22802,37122,12251.57143,42210,51615,37430,49373.57143
8/12/2023,2,Agency_2,Saturday,17994,8741,None,1,161,26.74,61894,48360,49.68,31648,10562,23493,3776,36336.42857,12960.85714,26735,42210,27269,49297.28571
8/13/2023,2,Agency_2,Sunday,23488,5081,None,1,161,28.57,61894,48360,49.5,17994,8741,58762,30565,31297.28571,9320.285714,28569,26735,89327,40617.57143
8/14/2023,2,Agency_2,Monday,27168,10897,None,1,161,38.07,61894,48360,43.59,23488,5081,40381,10415,29409.71429,9389.142857,38065,28569,50796,38798.85714
8/15/2023,2,Agency_2,Tuesday,31968,2601,None,1,161,34.57,61894,48360,46.99,27168,10897,29864,9388,29710.28571,8419.571429,34569,38065,39252,38129.85714
8/16/2023,2,Agency_2,Wednesday,29349,16376,Sports Event,1,161,45.73,61894,48360,38.66,31968,2601,35691,9455,28804.28571,9408.285714,45725,34569,45146,38212.57143
8/17/2023,2,Agency_2,Thursday,29419,10829,Sports Event,1,161,40.25,61894,48360,42.51,29349,16376,40015,11600,27290.57143,9298.142857,40248,45725,51615,36588.71429
8/18/2023,2,Agency_2,Friday,29575,4288,None,1,161,33.86,61894,48360,47.01,29419,10829,31648,10562,26994.42857,8401.857143,33863,40248,42210,35396.28571
8/19/2023,2,Agency_2,Saturday,32020,4242,None,1,161,36.26,61894,48360,45.82,29575,4288,17994,8741,28998.14286,7759.142857,36262,33863,26735,36757.28571
8/20/2023,2,Agency_2,Sunday,39763,17447,Concert,1,161,57.21,61894,48360,32.7,32020,4242,23488,5081,31323.14286,9525.714286,57210,36262,28569,40848.85714
8/21/2023,2,Agency_2,Monday,18052,9996,Festival,0,161,28.05,61894,48360,48.78,39763,17447,27168,10897,30020.85714,9397,28048,57210,38065,39417.85714
8/22/2023,2,Agency_2,Tuesday,29851,10376,Sports Event,0,161,40.23,61894,48360,42.61,18052,9996,31968,2601,29718.42857,10507.71429,40227,28048,34569,40226.14286
8/23/2023,2,Agency_2,Wednesday,41182,18392,Concert,1,161,59.57,61894,48360,31.33,29851,10376,29349,16376,31408.85714,10795.71429,59574,40227,45725,42204.57143
8/24/2023,2,Agency_2,Thursday,30939,7039,Sports Event,0,161,37.98,61894,48360,44.4,41182,18392,29419,10829,31626,10254.28571,37978,59574,40248,41880.28571
8/25/2023,2,Agency_2,Friday,40191,14484,Sports Event,1,161,54.68,61894,48360,34.56,30939,7039,29575,4288,33142.57143,11710.85714,54675,37978,33863,44853.42857
8/26/2023,2,Agency_2,Saturday,36439,11229,Festival,0,161,47.67,61894,48360,38.72,40191,14484,32020,4242,33773.85714,12709,47668,54675,36262,46482.85714
8/27/2023,2,Agency_2,Sunday,29682,8119,Festival,0,161,37.8,61894,48360,44.27,36439,11229,39763,17447,32333.71429,11376.42857,37801,47668,57210,43710.14286
8/28/2023,2,Agency_2,Monday,12986,8499,None,0,161,21.48,61894,48360,52.36,29682,8119,18052,9996,31610,11162.57143,21485,37801,28048,42772.57143
8/29/2023,2,Agency_2,Tuesday,26871,8601,Concert,1,161,35.47,61894,48360,45.34,12986,8499,29851,10376,31184.28571,10909,35472,21485,40227,42093.28571
8/30/2023,2,Agency_2,Wednesday,24610,11541,Festival,0,161,36.15,61894,48360,44.41,26871,8601,41182,18392,28816.85714,9930.285714,36151,35472,59574,38747.14286
8/31/2023,2,Agency_2,Thursday,27787,12741,Concert,0,161,40.53,61894,48360,41.99,24610,11541,30939,7039,28366.57143,10744.85714,40528,36151,37978,39111.42857
9/1/2023,2,Agency_2,Friday,32432,13225,Concert,1,161,45.66,61894,48360,39.32,27787,12741,40191,14484,27258.14286,10565,45657,40528,54675,37823.14286
9/2/2023,2,Agency_2,Saturday,28481,20530,Concert,0,161,49.01,61894,48360,36.19,32432,13225,36439,11229,26121.28571,11893.71429,49011,45657,47668,38015
9/3/2023,2,Agency_2,Sunday,25311,12417,Concert,0,161,37.73,61894,48360,43.45,28481,20530,29682,8119,25496.85714,12507.71429,37728,49011,37801,38004.57143
9/4/2023,2,Agency_2,Monday,45177,13868,Concert,1,161,59.05,61894,48360,32.5,25311,12417,12986,8499,30095.57143,13274.71429,59045,37728,21485,43370.28571
9/5/2023,2,Agency_2,Tuesday,37192,11281,Sports Event,1,161,48.47,61894,48360,38.31,45177,13868,26871,8601,31570,13657.57143,48473,59045,35472,45227.57143
9/6/2023,2,Agency_2,Wednesday,39427,11197,Festival,1,161,50.62,61894,48360,37.25,37192,11281,24610,11541,33686.71429,13608.42857,50624,48473,36151,47295.14286
9/7/2023,2,Agency_2,Thursday,48397,22421,Concert,1,161,70.82,61894,48360,24.91,39427,11197,27787,12741,36631,14991.28571,70818,50624,40528,51622.28571
9/8/2023,2,Agency_2,Friday,22375,3164,None,1,161,25.54,61894,48360,51.4,48397,22421,32432,13225,35194.28571,13554,25539,70818,45657,48748.28571
9/9/2023,2,Agency_2,Saturday,45765,31431,Sports Event,1,161,77.2,61894,48360,19.91,22375,3164,28481,20530,37663.42857,15111.28571,77196,25539,49011,52774.71429
9/10/2023,2,Agency_2,Sunday,28765,18294,Festival,0,161,47.06,61894,48360,37.61,45765,31431,25311,12417,38156.85714,15950.85714,47059,77196,37728,54107.71429
9/11/2023,2,Agency_2,Monday,42582,6616,Festival,0,161,49.2,61894,48360,38.88,28765,18294,45177,13868,37786.14286,14914.85714,49198,47059,59045,52701
9/12/2023,2,Agency_2,Tuesday,44545,19649,Festival,1,161,64.2,61894,48360,28.77,42582,6616,37192,11281,38836.57143,16110.28571,64194,49198,48473,54946.85714
9/13/2023,2,Agency_2,Wednesday,27156,7806,Sports Event,0,161,34.96,61894,48360,45.76,44545,19649,39427,11197,37083.57143,15625.85714,34962,64194,50624,52709.42857
9/14/2023,2,Agency_2,Thursday,22218,4158,None,1,161,26.38,61894,48360,50.78,27156,7806,48397,22421,33343.71429,13016.85714,26376,34962,70818,46360.57143
9/15/2023,2,Agency_2,Friday,25129,4338,Festival,0,161,29.47,61894,48360,49.2,22218,4158,22375,3164,33737.14286,13184.57143,29467,26376,25539,46921.71429
9/16/2023,2,Agency_2,Saturday,31465,6297,None,1,161,37.76,61894,48360,44.66,25129,4338,45765,31431,31694.28571,9594,37762,29467,77196,41288.28571
9/17/2023,2,Agency_2,Sunday,38102,4172,Sports Event,0,161,42.27,61894,48360,42.83,31465,6297,28765,18294,33028.14286,7576.571429,42274,37762,47059,40604.71429
9/18/2023,2,Agency_2,Monday,32481,11333,Sports Event,0,161,43.81,61894,48360,40.62,38102,4172,42582,6616,31585.14286,8250.428571,43814,42274,49198,39835.57143
9/19/2023,2,Agency_2,Tuesday,19560,13680,Festival,1,161,33.24,61894,48360,45.44,32481,11333,44545,19649,28015.85714,7397.714286,33240,43814,64194,35413.57143
9/20/2023,2,Agency_2,Wednesday,39207,4386,Concert,0,161,43.59,61894,48360,42.13,19560,13680,27156,7806,29737.42857,6909.142857,43593,33240,34962,36646.57143
9/21/2023,2,Agency_2,Thursday,42543,9924,Sports Event,0,161,52.47,61894,48360,36.58,39207,4386,22218,4158,32641,7732.857143,52467,43593,26376,40373.85714
9/22/2023,2,Agency_2,Friday,24711,8309,Festival,0,161,33.02,61894,48360,46.63,42543,9924,25129,4338,32581.28571,8300.142857,33020,52467,29467,40881.42857
9/23/2023,2,Agency_2,Saturday,41023,11385,Concert,0,161,52.41,61894,48360,36.32,24711,8309,31465,6297,33946.71429,9027,52408,33020,37762,42973.71429
9/24/2023,2,Agency_2,Sunday,53101,9770,Concert,1,161,62.87,61894,48360,31.41,41023,11385,38102,4172,36089.42857,9826.714286,62871,52408,42274,45916.14286
9/25/2023,2,Agency_2,Monday,31269,3692,Sports Event,0,161,34.96,61894,48360,46.58,53101,9770,32481,11333,35916.28571,8735.142857,34961,62871,43814,44651.42857
9/26/2023,2,Agency_2,Tuesday,37913,7596,Festival,1,161,45.51,61894,48360,40.52,31269,3692,19560,13680,38538.14286,7866,45509,34961,33240,46404.14286
9/27/2023,2,Agency_2,Wednesday,31827,17783,Festival,1,161,49.61,61894,48360,36.44,37913,7596,39207,4386,37483.85714,9779.857143,49610,45509,43593,47263.71429
9/28/2023,2,Agency_2,Thursday,49639,14798,Sports Event,1,161,64.44,61894,48360,29.62,31827,17783,42543,9924,38497.57143,10476.14286,64437,49610,52467,48973.71429
9/29/2023,2,Agency_2,Friday,18899,6113,None,1,161,25.01,61894,48360,51.07,49639,14798,24711,8309,37667.28571,10162.42857,25012,64437,33020,47829.71429
9/30/2023,2,Agency_2,Saturday,40661,9615,None,1,161,50.28,61894,48360,37.74,18899,6113,41023,11385,37615.57143,9909.571429,50276,25012,52408,47525.14286
10/1/2023,2,Agency_2,Sunday,49289,10530,None,1,161,59.82,61894,48360,32.78,40661,9615,53101,9770,37071,10018.14286,59819,50276,62871,47089.14286
10/2/2023,2,Agency_2,Monday,40872,10426,Festival,1,161,51.3,61894,48360,37.06,49289,10530,31269,3692,38442.85714,10980.14286,51298,59819,34961,49423
10/3/2023,2,Agency_2,Tuesday,40300,11174,Concert,1,161,51.47,61894,48360,36.83,40872,10426,37913,7596,38783.85714,11491.28571,51474,51298,45509,50275.14286
10/4/2023,2,Agency_2,Wednesday,23540,6913,None,0,161,30.45,61894,48360,48.19,40300,11174,31827,17783,37600,9938.428571,30453,51474,49610,47538.42857
10/5/2023,2,Agency_2,Thursday,31336,5562,Festival,1,161,36.9,61894,48360,45.24,23540,6913,49639,14798,34985.28571,8619,36898,30453,64437,43604.28571
10/6/2023,2,Agency_2,Friday,16227,10225,Sports Event,0,161,26.45,61894,48360,49.53,31336,5562,18899,6113,34603.57143,9206.428571,26452,36898,25012,43810
10/7/2023,2,Agency_2,Saturday,22593,1263,None,1,161,23.86,61894,48360,52.62,16227,10225,40661,9615,32022.42857,8013.285714,23856,26452,50276,40035.71429
10/8/2023,2,Agency_2,Sunday,51344,30893,Sports Event,1,161,82.24,61894,48360,17.5,22593,1263,49289,10530,32316,10922.28571,82237,23856,59819,43238.28571
10/9/2023,2,Agency_2,Monday,29953,11349,Concert,0,161,41.3,61894,48360,41.88,51344,30893,40872,10426,30756.14286,11054.14286,41302,82237,51298,41810.28571
10/10/2023,2,Agency_2,Tuesday,39797,11428,Sports Event,1,161,51.23,61894,48360,36.9,29953,11349,40300,11174,30684.28571,11090.42857,51225,41302,51474,41774.71429
10/11/2023,2,Agency_2,Wednesday,31973,6186,None,1,161,38.16,61894,48360,44.48,39797,11428,23540,6913,31889,10986.57143,38159,51225,30453,42875.57143
10/12/2023,2,Agency_2,Thursday,32004,9593,Festival,0,161,41.6,61894,48360,42.08,31973,6186,31336,5562,31984.42857,11562.42857,41597,38159,36898,43546.85714
10/13/2023,2,Agency_2,Friday,32485,16621,Concert,1,161,49.11,61894,48360,36.92,32004,9593,16227,10225,34307,12476.14286,49106,41597,26452,46783.14286
10/14/2023,2,Agency_2,Saturday,34425,7708,Sports Event,0,161,42.13,61894,48360,42.19,32485,16621,22593,1263,35997.28571,13396.85714,42133,49106,23856,49394.14286
10/15/2023,2,Agency_2,Sunday,40827,7078,Concert,0,161,47.91,61894,48360,39.43,34425,7708,51344,30893,34494.85714,9994.714286,47905,42133,82237,44489.57143
10/16/2023,2,Agency_2,Monday,30210,8467,Concert,0,161,38.68,61894,48360,43.77,40827,7078,29953,11349,34531.57143,9583,38677,47905,41302,44114.57143
10/17/2023,2,Agency_2,Tuesday,38143,10113,Festival,0,161,48.26,61894,48360,38.65,30210,8467,39797,11428,34295.28571,9395.142857,48256,38677,51225,43690.42857
10/18/2023,2,Agency_2,Wednesday,25836,9289,None,1,161,35.13,61894,48360,45.38,38143,10113,31973,6186,33418.57143,9838.428571,35125,48256,38159,43257
10/19/2023,2,Agency_2,Thursday,52554,14553,Concert,1,161,67.11,61894,48360,28.33,25836,9289,32004,9593,36354.28571,10547,67107,35125,41597,46901.28571
10/20/2023,2,Agency_2,Friday,30076,4039,Concert,0,161,34.12,61894,48360,46.93,52554,14553,32485,16621,36010.14286,8749.571429,34115,67107,49106,44759.71429
10/21/2023,2,Agency_2,Saturday,26413,9699,Concert,0,161,36.11,61894,48360,44.8,30076,4039,34425,7708,34865.57143,9034,36112,34115,42133,43899.57143
10/22/2023,2,Agency_2,Sunday,30513,10223,Sports Event,0,161,40.74,61894,48360,42.39,26413,9699,40827,7078,33392.14286,9483.285714,40736,36112,47905,42875.42857
10/23/2023,2,Agency_2,Monday,39551,14420,Sports Event,1,161,53.97,61894,48360,34.93,30513,10223,30210,8467,34726.57143,10333.71429,53971,40736,38677,45060.28571
10/24/2023,2,Agency_2,Tuesday,38311,14215,Concert,1,161,52.53,61894,48360,35.69,39551,14420,38143,10113,34750.57143,10919.71429,52526,53971,48256,45670.28571
10/25/2023,2,Agency_2,Wednesday,39627,2496,Festival,1,161,42.12,61894,48360,43.24,38311,14215,25836,9289,36720.71429,9949.285714,42123,52526,35125,46670
10/26/2023,2,Agency_2,Thursday,22954,8008,Concert,0,161,30.96,61894,48360,47.72,39627,2496,52554,14553,32492.14286,9014.285714,30962,42123,67107,41506.42857
10/27/2023,2,Agency_2,Friday,27204,14753,Festival,1,161,41.96,61894,48360,40.87,22954,8008,30076,4039,32081.85714,10544.85714,41957,30962,34115,42626.71429
10/28/2023,2,Agency_2,Saturday,64708,23010,Concert,1,161,87.72,61894,48360,16.34,27204,14753,26413,9699,37552.57143,12446.42857,87718,41957,36112,49999
10/29/2023,2,Agency_2,Sunday,44300,24693,Sports Event,1,161,68.99,61894,48360,25.36,64708,23010,30513,10223,39522.14286,14513.57143,68993,87718,40736,54035.71429
10/30/2023,2,Agency_2,Monday,40448,10293,Festival,1,161,50.74,61894,48360,37.37,44300,24693,39551,14420,39650.28571,13924,50741,68993,53971,53574.28571
10/31/2023,2,Agency_2,Tuesday,25398,7471,Sports Event,0,161,32.87,61894,48360,46.87,40448,10293,38311,14215,37805.57143,12960.57143,32869,50741,52526,50766.14286
11/1/2023,2,Agency_2,Wednesday,27088,9078,Concert,0,161,36.17,61894,48360,44.9,25398,7471,39627,2496,36014.28571,13900.85714,36166,32869,42123,49915.14286
11/2/2023,2,Agency_2,Thursday,31203,8510,Festival,0,161,39.71,61894,48360,43.24,27088,9078,22954,8008,37192.71429,13972.57143,39713,36166,30962,51165.28571
11/3/2023,2,Agency_2,Friday,43258,17566,Sports Event,1,161,60.83,61894,48360,30.87,31203,8510,27204,14753,39486.14286,14374.42857,60824,39713,41957,53860.57143
11/4/2023,2,Agency_2,Saturday,29696,2639,None,0,161,32.34,61894,48360,48.1,43258,17566,64708,23010,34484.42857,11464.28571,32335,60824,87718,45948.71429
11/5/2023,2,Agency_2,Sunday,13014,15178,Festival,0,161,28.19,61894,48360,47.67,29696,2639,44300,24693,30015,10105,28192,32335,68993,40120
11/6/2023,2,Agency_2,Monday,25671,10829,Concert,1,161,36.5,61894,48360,44.38,13014,15178,40448,10293,27904,10181.57143,36500,28192,50741,38085.57143
11/7/2023,2,Agency_2,Tuesday,21223,2373,Sports Event,0,161,23.6,61894,48360,52.53,25671,10829,25398,7471,27307.57143,9453.285714,23596,36500,32869,36760.85714
11/8/2023,2,Agency_2,Wednesday,34060,11080,Sports Event,0,161,45.14,61894,48360,40.01,21223,2373,27088,9078,28303.57143,9739.285714,45140,23596,36166,38042.85714
11/9/2023,2,Agency_2,Thursday,33378,0,Concert,1,161,33.38,61894,48360,48.11,34060,11080,31203,8510,28614.28571,8523.571429,33378,45140,39713,37137.85714
11/10/2023,2,Agency_2,Friday,25902,9831,Festival,0,161,35.73,61894,48360,44.97,33378,0,43258,17566,26134.85714,7418.571429,35733,33378,60824,33553.42857
11/11/2023,2,Agency_2,Saturday,22689,11858,Sports Event,0,161,34.55,61894,48360,45.15,25902,9831,29696,2639,25133.85714,8735.571429,34547,35733,32335,33869.42857
11/12/2023,2,Agency_2,Sunday,46619,19052,Sports Event,1,161,65.67,61894,48360,28.15,22689,11858,13014,15178,29934.57143,9289,65671,34547,28192,39223.57143
11/13/2023,2,Agency_2,Monday,40164,7266,Concert,1,161,47.43,61894,48360,39.63,46619,19052,25671,10829,32005,8780,47430,65671,36500,40785
11/14/2023,2,Agency_2,Tuesday,33776,6554,None,1,161,40.33,61894,48360,43.32,40164,7266,21223,2373,33798.28571,9377.285714,40330,47430,23596,43175.57143
11/15/2023,2,Agency_2,Wednesday,29794,5326,Concert,0,161,35.12,61894,48360,46.17,33776,6554,34060,11080,33188.85714,8555.285714,35120,40330,45140,41744.14286
11/16/2023,2,Agency_2,Thursday,26674,5491,Festival,0,161,32.17,61894,48360,47.62,29794,5326,33378,0,32231.14286,9339.714286,32165,35120,33378,41570.85714
11/17/2023,2,Agency_2,Friday,28702,14319,Festival,0,161,43.02,61894,48360,40.42,26674,5491,25902,9831,32631.14286,9980.857143,43021,32165,35733,42612
11/18/2023,2,Agency_2,Saturday,23652,3916,Concert,0,161,27.57,61894,48360,50.23,28702,14319,22689,11858,32768.71429,8846.285714,27568,43021,34547,41615
11/19/2023,2,Agency_2,Sunday,64010,14173,Festival,1,161,78.18,61894,48360,22.87,23652,3916,46619,19052,35253.14286,8149.285714,78183,27568,65671,43402.42857
11/20/2023,2,Agency_2,Monday,32475,16848,Concert,1,161,49.32,61894,48360,36.77,64010,14173,40164,7266,34154.71429,9518.142857,49323,78183,47430,43672.85714
11/21/2023,2,Agency_2,Tuesday,25456,14708,Sports Event,0,161,40.16,61894,48360,41.77,32475,16848,33776,6554,32966.14286,10683,40164,49323,40330,43649.14286
11/22/2023,2,Agency_2,Wednesday,23389,4024,None,0,161,27.41,61894,48360,50.29,25456,14708,29794,5326,32051.14286,10497,27413,40164,35120,42548.14286
11/23/2023,2,Agency_2,Thursday,46179,6439,Festival,0,161,52.62,61894,48360,37.2,23389,4024,26674,5491,34837.57143,10632.42857,52618,27413,32165,45470
11/24/2023,2,Agency_2,Friday,46234,13323,Concert,1,161,59.56,61894,48360,32.36,46179,6439,28702,14319,37342.14286,10490.14286,59557,52618,43021,47832.28571
11/25/2023,2,Agency_2,Saturday,41352,14783,None,1,161,56.14,61894,48360,33.77,46234,13323,23652,3916,39870.71429,12042.57143,56135,59557,27568,51913.28571
11/26/2023,2,Agency_2,Sunday,47174,10807,Concert,1,161,57.98,61894,48360,33.65,41352,14783,64010,14173,37465.57143,11561.71429,57981,56135,78183,49027.28571
11/27/2023,2,Agency_2,Monday,22299,3644,None,0,161,25.94,61894,48360,51.1,47174,10807,32475,16848,36011.85714,9675.428571,25943,57981,49323,45687.28571
11/28/2023,2,Agency_2,Tuesday,58628,12549,Concert,1,161,71.18,61894,48360,26.7,22299,3644,25456,14708,40750.71429,9367,71177,25943,40164,50117.71429
11/29/2023,2,Agency_2,Wednesday,27259,9127,Sports Event,0,161,36.39,61894,48360,44.78,58628,12549,23389,4024,41303.57143,10096,36386,71177,27413,51399.57143
11/30/2023,2,Agency_2,Thursday,17243,4278,None,1,161,21.52,61894,48360,53.18,27259,9127,46179,6439,37169.85714,9787.285714,21521,36386,52618,46957.14286
12/1/2023,2,Agency_2,Friday,26002,3686,None,0,161,29.69,61894,48360,49.22,17243,4278,46234,13323,34279.57143,8410.571429,29688,21521,59557,42690.14286
12/2/2023,2,Agency_2,Saturday,34550,18789,Concert,1,161,53.34,61894,48360,34.37,26002,3686,41352,14783,33307.85714,8982.857143,53339,29688,56135,42290.71429
12/3/2023,2,Agency_2,Sunday,46670,14225,Sports Event,0,161,60.9,61894,48360,31.51,34550,18789,47174,10807,33235.85714,9471.142857,60895,53339,57981,42707
12/4/2023,2,Agency_2,Monday,37470,5926,Festival,0,161,43.4,61894,48360,41.92,46670,14225,22299,3644,35403.14286,9797.142857,43396,60895,25943,45200.28571
12/5/2023,2,Agency_2,Tuesday,19335,13603,Sports Event,0,161,32.94,61894,48360,45.61,37470,5926,58628,12549,29789.85714,9947.714286,32938,43396,71177,39737.57143
12/6/2023,2,Agency_2,Wednesday,23901,6297,None,1,161,30.2,61894,48360,48.44,19335,13603,27259,9127,29310.14286,9543.428571,30198,32938,36386,38853.57143
12/7/2023,2,Agency_2,Thursday,26640,6112,None,0,161,32.75,61894,48360,47.2,23901,6297,17243,4278,30652.57143,9805.428571,32752,30198,21521,40458
12/8/2023,2,Agency_2,Friday,43444,22205,Sports Event,1,161,65.65,61894,48360,27.53,26640,6112,26002,3686,33144.28571,12451,65649,32752,29688,45595.28571
12/9/2023,2,Agency_2,Saturday,26179,12476,None,1,161,38.66,61894,48360,42.98,43444,22205,34550,18789,31948.42857,11549.14286,38655,65649,53339,43497.57143
12/10/2023,2,Agency_2,Sunday,47466,17131,Festival,1,161,64.6,61894,48360,29.07,26179,12476,46670,14225,32062.14286,11964.28571,64597,38655,60895,44026.42857
12/11/2023,2,Agency_2,Monday,35934,8421,None,1,161,44.36,61894,48360,40.94,47466,17131,37470,5926,31842.71429,12320.71429,44355,64597,43396,44163.42857
12/12/2023,2,Agency_2,Tuesday,29498,10003,None,1,161,39.5,61894,48360,43.05,35934,8421,19335,13603,33294.57143,11806.42857,39501,44355,32938,45101
12/13/2023,2,Agency_2,Wednesday,27262,5645,Concert,0,161,32.91,61894,48360,47.22,29498,10003,23901,6297,33774.71429,11713.28571,32907,39501,30198,45488
12/14/2023,2,Agency_2,Thursday,22162,1813,Festival,0,161,23.98,61894,48360,52.45,27262,5645,26640,6112,33135,11099.14286,23975,32907,32752,44234.14286
12/15/2023,2,Agency_2,Friday,39365,3910,None,1,161,43.28,61894,48360,42.38,22162,1813,43444,22205,32552.28571,8485.571429,43275,23975,65649,41037.85714
12/16/2023,2,Agency_2,Saturday,34007,9825,Festival,0,161,43.83,61894,48360,40.92,39365,3910,26179,12476,33670.57143,8106.857143,43832,43275,38655,41777.42857
12/17/2023,2,Agency_2,Sunday,50396,20516,Sports Event,1,161,70.91,61894,48360,25.24,34007,9825,47466,17131,34089.14286,8590.428571,70912,43832,64597,42679.57143
12/18/2023,2,Agency_2,Monday,36453,6516,Concert,0,161,42.97,61894,48360,42.01,50396,20516,35934,8421,34163.28571,8318.285714,42969,70912,44355,42481.57143
12/19/2023,2,Agency_2,Tuesday,24913,7790,None,1,161,32.7,61894,48360,46.89,36453,6516,29498,10003,33508.28571,8002.142857,32703,42969,39501,41510.42857
12/20/2023,2,Agency_2,Wednesday,24382,11499,None,1,161,35.88,61894,48360,44.56,24913,7790,27262,5645,33096.85714,8838.428571,35881,32703,32907,41935.28571
12/21/2023,2,Agency_2,Thursday,33681,10997,Concert,0,161,44.68,61894,48360,40.26,24382,11499,22162,1813,34742.42857,10150.42857,44678,35881,23975,44892.85714
12/22/2023,2,Agency_2,Friday,34971,12488,Concert,0,161,47.46,61894,48360,38.57,33681,10997,39365,3910,34114.71429,11375.85714,47459,44678,43275,45490.57143
12/23/2023,2,Agency_2,Saturday,48917,7444,Festival,1,161,56.36,61894,48360,35.13,34971,12488,34007,9825,36244.71429,11035.71429,56361,47459,43832,47280.42857
12/24/2023,2,Agency_2,Sunday,51475,11438,Sports Event,1,161,62.91,61894,48360,31.05,48917,7444,50396,20516,36398.85714,9738.857143,62913,56361,70912,46137.71429
12/25/2023,2,Agency_2,Monday,26034,10492,Festival,0,161,36.53,61894,48360,44.44,51475,11438,36453,6516,34910.42857,10306.85714,36526,62913,42969,45217.28571
12/26/2023,2,Agency_2,Tuesday,51072,11999,Concert,1,161,63.07,61894,48360,30.86,26034,10492,24913,7790,38647.42857,10908.14286,63071,36526,32703,49555.57143
12/27/2023,2,Agency_2,Wednesday,32316,14286,Festival,0,161,46.6,61894,48360,38.64,51072,11999,24382,11499,39780.85714,11306.28571,46602,63071,35881,51087.14286
12/28/2023,2,Agency_2,Thursday,41345,24283,Festival,1,161,65.63,61894,48360,27.13,32316,14286,33681,10997,40875.71429,13204.28571,65628,46602,44678,54080
12/29/2023,2,Agency_2,Friday,29675,2069,None,1,161,31.74,61894,48360,48.51,41345,24283,34971,12488,40119.14286,11715.85714,31744,65628,47459,51835
